id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
32417,ZPSM,small_airport,Pu'er Simao Airport,22.793301,100.959,,AS,CN,CN-53,Pu'er,yes,ZPSM,SYM,,,https://en.wikipedia.org/wiki/Pu%27er_Simao_Airport,
318119,ZPWS,small_airport,Wenshan Puzhehei Airport,23.5583,104.3255,5217,AS,CN,CN-53,Wenshan,yes,ZPWS,WNH,,,https://en.wikipedia.org/wiki/Wenshan_Puzhehei_Airport,
32740,ZPZT,small_airport,Zhaotong Airport,27.3255996704,103.7549972534,,AS,CN,CN-53,Zhaotong,yes,ZPZT,ZAT,,,http://en.wikipedia.org/wiki/Zhaotong_Airport,
27215,ZSAM,large_airport,Xiamen Gaoqi International Airport,24.5440006256,118.1279983521,59,AS,CN,CN-35,Xiamen,yes,ZSAM,XMN,,http://www.xiagc.com.cn/enweb/,http://en.wikipedia.org/wiki/Xiamen_Gaoqi_International_Airport,厦门高崎国际机场
30650,ZSAQ,medium_airport,Anqing Tianzhushan Airport,30.582199,117.050003,,AS,CN,CN-34,Anqing,yes,ZSAQ,AQG,,,https://en.wikipedia.org/wiki/Anqing_Tianzhushan_Airport,Anqing Air Base
301883,ZSBB,medium_airport,Bengbu Airport,32.8477333333,117.320244444,100,AS,CN,CN-34,Bengbu,no,ZSBB,BFU,,,http://en.wikipedia.org/wiki/Bengbu_Airport,
30871,ZSCG,small_airport,Changzhou Benniu Airport,31.919701,119.778999,,AS,CN,CN-32,Changzhou,yes,ZSCG,CZX,,,https://en.wikipedia.org/wiki/Changzhou_Benniu_Airport,
27216,ZSCN,medium_airport,Nanchang Changbei International Airport,28.8649997711,115.9000015259,143,AS,CN,CN-36,Nanchang,yes,ZSCN,KHN,,,http://en.wikipedia.org/wiki/Nanchang_Changbei_International_Airport,
308240,ZSFY,medium_airport,Fuyang Xiguan Airport,32.882157,115.734364,104,AS,CN,CN-U-A,Fuyang,yes,ZSFY,FUG,,,http://en.wikipedia.org/wiki/Fuyang_Xiguan_Airport,
27217,ZSFZ,large_airport,Fuzhou Changle International Airport,25.9351005554,119.6630020142,46,AS,CN,CN-35,Fuzhou,yes,ZSFZ,FOC,,http://www.xiafz.com.cn/en/index.asp,http://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,
31769,ZSGZ,small_airport,Ganzhou Airport,25.853333,114.778889,387,AS,CN,CN-36,Ganzhou,yes,ZSGZ,KOW,,,http://en.wikipedia.org/wiki/Ganzhou_Huangjin_Airport,
27218,ZSHC,large_airport,Hangzhou Xiaoshan International Airport,30.2294998169,120.4339981079,23,AS,CN,CN-33,Hangzhou,yes,ZSHC,HGH,,http://www.hzairport.com/,http://en.wikipedia.org/wiki/Hangzhou_Xiaoshan_International_Airport,"Hang Zhou, 杭州萧山国际机场"
31695,ZSJD,medium_airport,Jingdezhen Airport,29.3386001587,117.176002502,112,AS,CN,CN-36,Jingdezhen,yes,ZSJD,JDZ,,,http://en.wikipedia.org/wiki/Jingdezhen_Luojia_Airport,Fouliang Air Base
35309,ZSJJ,small_airport,Jiujiang Lushan Airport,29.476944,115.801111,,AS,CN,CN-36,Jiujiang,yes,ZSJJ,JIU,,,http://en.wikipedia.org/wiki/Jiujiang_Lushan_Airport,
27219,ZSJN,large_airport,Yaoqiang Airport,36.8572006226,117.216003418,76,AS,CN,CN-37,Jinan,yes,ZSJN,TNA,,,http://en.wikipedia.org/wiki/Jinan_Yaoqiang_Airport,
31714,ZSJU,medium_airport,Quzhou Airport,28.965799,118.899002,,AS,CN,CN-33,Quzhou,yes,ZSJU,JUZ,,,https://en.wikipedia.org/wiki/Quzhou_Airport,
44234,ZSLD,medium_airport,Longyan Guanzhishan Airport,25.6746997833,116.747001648,1225,AS,CN,CN-35,Longyan,yes,ZSLD,LCX,,,http://en.wikipedia.org/wiki/Longyan_Guanzhishan_Airport,"ZBSZ, Liancheng Air Base"
35312,ZSLG,small_airport,Lianyungang Airport,34.571667,118.873611,,AS,CN,CN-32,Lianyungang,yes,ZSLG,LYG,,,http://en.wikipedia.org/wiki/Lianyungang_Airport,
31658,ZSLQ,medium_airport,Huangyan Luqiao Airport,28.5622005463,121.4290008545,,AS,CN,CN-33,Huangyan,yes,ZSLQ,HYN,,,http://en.wikipedia.org/wiki/Huangyan_Luqiao_Airport,
31871,ZSLY,small_airport,Shubuling Airport,35.0461006165,118.4120025635,,AS,CN,CN-37,Linyi,yes,ZSLY,LYI,,,http://en.wikipedia.org/wiki/Linyi_Airport,
27220,ZSNB,large_airport,Ningbo Lishe International Airport,29.8267002106,121.4619979858,13,AS,CN,CN-33,Ningbo,yes,ZSNB,NGB,,,http://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,
27221,ZSNJ,large_airport,Nanjing Lukou Airport,31.7420005798,118.8619995117,49,AS,CN,CN-32,Nanjing,yes,ZSNJ,NKG,,,http://en.wikipedia.org/wiki/Nanjing_Lukou_International_Airport,
27222,ZSOF,medium_airport,Hefei Luogang International Airport,31.7800006866,117.297996521,108,AS,CN,CN-34,Hefei,yes,ZSOF,HFE,,,http://en.wikipedia.org/wiki/Hefei_Luogang_International_Airport,
27223,ZSPD,large_airport,Shanghai Pudong International Airport,31.1434001923,121.8050003052,13,AS,CN,CN-31,Shanghai,yes,ZSPD,PVG,,,http://en.wikipedia.org/wiki/Shanghai_Pudong_International_Airport,
27224,ZSQD,medium_airport,Liuting Airport,36.2661018372,120.374000549,33,AS,CN,CN-37,Qingdao,yes,ZSQD,TAO,,,http://en.wikipedia.org/wiki/Qingdao_Liuting_International_Airport,
31705,ZSQZ,medium_airport,Quanzhou Jinjiang International Airport,24.7964,118.589996,,AS,CN,CN-35,Quanzhou,yes,ZSQZ,JJN,,,https://en.wikipedia.org/wiki/Quanzhou_Jinjiang_International_Airport,"Jinjiang Air Base, Chin Chiang, Qingyang"
32235,ZSRG,medium_airport,Rugao Air Base,32.2578849792,120.5016555786,,AS,CN,CN-32,Rugao,no,ZSRG,RUG,,,,
323218,ZSRZ,medium_airport,Rizhao Shanzihe Airport,35.405033,119.324403,121,AS,CN,CN-37,Rizhao,yes,ZSRZ,RIZ,,http://www.rzairport.com.cn/,https://en.wikipedia.org/wiki/Rizhao_Shanzihe_Airport,
27225,ZSSS,large_airport,Shanghai Hongqiao International Airport,31.1979007721,121.3359985352,10,AS,CN,CN-31,Shanghai,yes,ZSSS,SHA,,,http://en.wikipedia.org/wiki/Shanghai_Hongqiao_International_Airport,
32420,ZSSZ,medium_airport,Suzhou Guangfu Airport,31.2631,120.401001,,AS,CN,CN-32,Suzhou,no,ZSSZ,SZV,,,https://en.wikipedia.org/wiki/Suzhou_Guangfu_Airport,
32489,ZSTX,medium_airport,Tunxi International Airport,29.7332992554,118.2559967041,,AS,CN,CN-34,Huangshan,yes,ZSTX,TXN,,,http://en.wikipedia.org/wiki/Huangshan_Tunxi_International_Airport,
32646,ZSWF,medium_airport,Weifang Airport,36.646702,119.119003,,AS,CN,CN-37,Weifang,yes,ZSWF,WEF,,,https://en.wikipedia.org/wiki/Weifang_Airport,
27226,ZSWH,medium_airport,Weihai Airport,37.1870994568,122.2289962769,145,AS,CN,CN-37,Weihai,yes,ZSWH,WEH,,,http://en.wikipedia.org/wiki/Weihai_Airport,"Dashuipo, Yancheng Air Base"
32649,ZSWU,medium_airport,Wuhu Air Base,31.3906,118.408997,,AS,CN,CN-34,Wuhu,no,ZSWU,WHU,,,https://en.wikipedia.org/wiki/Wuhu_Airport,
32684,ZSWX,medium_airport,Sunan Shuofang International Airport,31.4944000244,120.429000854,24,AS,CN,CN-32,Wuxi,yes,ZSWX,WUX,,,http://en.wikipedia.org/wiki/Wuxi_Shuofang_Airport,Wuxi Airport
32683,ZSWY,medium_airport,Nanping Wuyishan Airport,27.7019,118.000999,614,AS,CN,CN-35,Wuyishan,yes,ZSWY,WUS,,,https://en.wikipedia.org/wiki/Wuyishan_Airport,
32672,ZSWZ,large_airport,Wenzhou Yongqiang Airport,27.9122009277,120.8519973755,,AS,CN,CN-33,Wenzhou,yes,ZSWZ,WNZ,,,http://en.wikipedia.org/wiki/Wenzhou_International_Airport,温州永强机场
32713,ZSXZ,medium_airport,Xuzhou Guanyin Airport,34.059056,117.555278,,AS,CN,CN-32,Xuzhou,yes,ZSXZ,XUZ,,,http://en.wikipedia.org/wiki/Xuzhou_Guanyin_Airport,
317774,ZSYA,medium_airport,Yangzhou Taizhou Airport,32.5634,119.7198,7,AS,CN,CN-32,Yangzhou and Taizhou,yes,ZSYA,YTY,,http://www.yztzairport.net/,https://en.wikipedia.org/wiki/Yangzhou_Taizhou_Airport,Yangtai Airport
315853,ZSYC,medium_airport,Yichun Mingyueshan Airport,27.8025,114.3062,430,AS,CN,CN-36,Yichun,yes,ZSYC,YIC,,,https://en.wikipedia.org/wiki/Yichun_Mingyueshan_Airport,
35316,ZSYN,small_airport,Yancheng Airport,33.425833,120.203056,,AS,CN,CN-32,Yancheng,yes,ZSYN,YNZ,,,http://en.wikipedia.org/wiki/Yancheng_Airport,
27227,ZSYT,medium_airport,Yantai Laishan Airport,37.4016990662,121.372001648,59,AS,CN,CN-37,Yantai,yes,ZSYT,YNT,,,http://en.wikipedia.org/wiki/Yantai_Laishan_International_Airport,
32726,ZSYW,medium_airport,Yiwu Airport,29.3446998596,120.031997681,262,AS,CN,CN-33,Yiwu,yes,ZSYW,YIW,,,http://en.wikipedia.org/wiki/Yiwu_Airport,
31624,ZSZS,small_airport,Zhoushan Airport,29.9342002869,122.361999512,3,AS,CN,CN-33,Zhoushan,yes,ZSZS,HSN,,,http://en.wikipedia.org/wiki/Zhoushan_Putuoshan_Airport,
300545,ZUAL,medium_airport,Ngari Gunsa Airport,32.1,80.0530555556,14022,AS,CN,CN-54,Shiquanhe,no,ZUAL,NGQ,,,http://en.wikipedia.org/wiki/Ngari_Gunsa_Airport,Ali Airport
300785,ZUAS,medium_airport,Anshun Huangguoshu Airport,26.2605555556,105.873333333,4812,AS,CN,CN-U-A,Anshun,no,ZUAS,AVA,,,http://en.wikipedia.org/wiki/Anshun_Huangguoshu_Airport,
30788,ZUBD,medium_airport,Qamdo Bangda Airport,30.5536003113,97.1082992554,14219,AS,CN,CN-54,Bangda,yes,ZUBD,BPX,,,http://en.wikipedia.org/wiki/Bangda_Airport,
318169,ZUBJ,medium_airport,Bijie Feixiong Airport,27.267066,105.472097,4751,AS,CN,CN-52,Bijie,yes,ZUBJ,BFJ,,,https://en.wikipedia.org/wiki/Bijie_Feixiong_Airport,
27228,ZUCK,large_airport,Chongqing Jiangbei International Airport,29.7192001343,106.641998291,1365,AS,CN,CN-50,Chongqing,yes,ZUCK,CKG,,,http://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport,
35307,ZUDX,small_airport,Dachuan Airport,31.1302,107.4295,,AS,CN,CN-51,Dazhou,yes,ZUDX,DAX,,,http://en.wikipedia.org/wiki/Daxian_Airport,Daxian
308739,ZUGH,small_airport,Guanghan Airport,30.9485,104.3296,1531,AS,CN,CN-51,Civil Aviation Flight University of China,no,ZUGH,GHN,,,https://en.wikipedia.org/wiki/Guanghan_Airport,
31562,ZUGU,medium_airport,Guangyuan Airport,32.3911018372,105.702003479,,AS,CN,CN-51,Guangyuan,yes,ZUGU,GYS,,,http://en.wikipedia.org/wiki/Guangyuan_Airport,
27229,ZUGY,large_airport,Longdongbao Airport,26.5384998322,106.8010025024,3736,AS,CN,CN-52,Guiyang,yes,ZUGY,KWE,,,http://en.wikipedia.org/wiki/Guiyang_Longdongbao_Airport,"Kaiyang Guiyang Air Base, Guiyang Air Base"
300512,ZUJZ,medium_airport,Jiuzhai Huanglong Airport,32.8533333333,103.682222222,11327,AS,CN,CN-51,Jiuzhaigou,yes,ZUJZ,JZH,,,http://en.wikipedia.org/wiki/Jiuzhai_Huanglong_Airport,
313427,ZUKJ,medium_airport,Kaili Airport,26.972,107.988,3115,AS,CN,CN-52,Huangping,yes,ZUKJ,KJH,,,http://en.wikipedia.org/wiki/Kaili_Huangping_Airport,
31819,ZULP,small_airport,Liangping Airport,30.679399,107.786003,,AS,CN,CN-50,Liangping,no,ZULP,LIA,,,https://en.wikipedia.org/wiki/Liangping_Airport,
31867,ZULS,medium_airport,Lhasa Gonggar Airport,29.2978000641,90.9119033813,11713,AS,CN,CN-54,Lhasa,yes,ZULS,LXA,,,http://en.wikipedia.org/wiki/Lhasa_Gonggar_Airport,
35313,ZULZ,small_airport,Luzhou Airport,28.8521995544,105.3929977417,,AS,CN,CN-51,Luzhou,yes,ZULZ,LZO,,,http://en.wikipedia.org/wiki/Luzhou_Airport,
31908,ZUMY,medium_airport,Mianyang Airport,31.4281005859,104.7409973145,,AS,CN,CN-51,Mianyang,yes,ZUMY,MIG,,,http://en.wikipedia.org/wiki/Mianyang_Airport,
32003,ZUNC,small_airport,Nanchong Airport,30.79545,106.1626,,AS,CN,CN-51,Nanchong,yes,ZUNC,NAO,,,http://en.wikipedia.org/wiki/Nanchong_Airport,
308782,ZUNP,medium_airport,Liping Airport,26.32217,109.1499,1620,AS,CN,CN-52,Liping,yes,ZUNP,HZH,,,http://en.wikipedia.org/wiki/Liping_Airport,
31876,ZUNZ,medium_airport,Nyingchi Airport,29.3033008575,94.3352966309,9675,AS,CN,CN-54,Nyingchi,yes,ZUNZ,LZY,,,http://en.wikipedia.org/wiki/Nyingchi_Airport,"Linzhi, Kang Ko"
323880,ZUSN,small_airport,Suining Airport,30.471295,105.610925,,AS,CN,CN-51,Suining,no,ZUSN,,,,,
300514,ZUTC,medium_airport,Tengchong Tuofeng Airport,24.9380555556,98.4858333333,6250,AS,CN,CN-53,Tengchong,yes,ZUTC,TCZ,,,http://en.wikipedia.org/wiki/Tengchong_Tuofeng_Airport,
302314,ZUTR,small_airport,Tongren Fenghuang Airport,27.883333,109.308889,,AS,CN,CN-52,,no,ZUTR,TEN,,,http://en.wikipedia.org/wiki/Tongren_Fenghuang_Airport,
27230,ZUUU,large_airport,Chengdu Shuangliu International Airport,30.5785007477,103.9469985962,1625,AS,CN,CN-51,Chengdu,yes,ZUUU,CTU,,http://www.cdairport.com/cdairport/en_front/index.jsp,http://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport,成都双流国际机场
32688,ZUWX,small_airport,Wanxian Airport,30.8017,108.433,,AS,CN,CN-50,Wanxian,yes,ZUWX,WXN,,,http://en.wikipedia.org/wiki/Wanzhou_Airport,
27231,ZUXC,medium_airport,Xichang Qingshan Airport,27.9890995026,102.1839981079,5112,AS,CN,CN-51,Xichang,yes,ZUXC,XIC,,,http://en.wikipedia.org/wiki/Xichang_Qingshan_Airport,
300456,ZUYB,small_airport,Yibin Caiba Airport,28.8005555556,104.545,924,AS,CN,CN-51,Yibin,no,ZUYB,YBP,,,http://en.wikipedia.org/wiki/Yibin_Caiba_Airport,
301647,ZUYI,medium_airport,Xingyi Airport,25.0863888889,104.959444444,4150,AS,CN,CN-52,Xingyi,yes,ZUYI,ACX,,,http://en.wikipedia.org/wiki/Xingyi_Airport,
308403,ZUZY,medium_airport,Zunyi Xinzhou Airport,27.5895,107.0007,2920,AS,CN,CN-52,Zunyi,yes,ZUZY,ZYI,,,http://en.wikipedia.org/wiki/Zunyi_Xinzhou_Airport,
30635,ZWAK,medium_airport,Aksu Airport,41.262501,80.291702,3816,AS,CN,CN-65,Aksu,yes,ZWAK,AKU,,,http://en.wikipedia.org/wiki/Aksu_Airport,"Ak-su, Akshu, Aqsu, Bharuka, Po-lu-chia, Aksu Wensu Air Base"
46650,ZWAX,medium_airport,Alashankou Bole (Bortala) airport,44.895,82.3,1253,AS,CN,CN-65,Bole,no,ZWBL,BPL,,,http://en.wikipedia.org/wiki/Bole_Alashankou_Airport,
31684,ZWCM,medium_airport,Qiemo Airport,38.1493988037,85.5327987671,4108,AS,CN,CN-65,Qiemo,yes,ZWCM,IQM,,,http://en.wikipedia.org/wiki/Qiemo_Airport,"Cherchen, Qarqan"
323219,ZWFY,medium_airport,Fuyun Koktokay Airport,46.804169,89.512006,3081,AS,CN,CN-65,Fuyun,yes,ZWFY,FYN,,,https://en.wikipedia.org/wiki/Fuyun_Koktokay_Airport,
31609,ZWHM,medium_airport,Hami Airport,42.8414,93.669197,2703,AS,CN,CN-65,Hami,yes,ZWHM,HMI,,,http://en.wikipedia.org/wiki/Hami_Airport,"Kumul, Qumul"
31731,ZWKC,small_airport,Kuqa Airport,41.677856,82.872917,3524,AS,CN,CN-65,Kuqa,yes,ZWKC,KCA,,,http://en.wikipedia.org/wiki/Kuqa_Airport,Kucha
31771,ZWKL,medium_airport,Korla Airport,41.6977996826,86.1288986206,,AS,CN,CN-65,Korla,yes,ZWKL,KRL,,,http://en.wikipedia.org/wiki/Korla_Airport,
35310,ZWKM,small_airport,Karamay Airport,45.46655,84.9527,,AS,CN,CN-65,Karamay,yes,ZWKM,KRY,,,http://en.wikipedia.org/wiki/Karamay_Airport,
313426,ZWKN,medium_airport,Kanas Airport,48.2223,86.9959,3921,AS,CN,CN-65,Burqin,yes,ZWKN,KJI,,,http://en.wikipedia.org/wiki/Kanas_Airport,
316548,ZWNL,medium_airport,Xinyuan Nalati Airport,43.4318,83.3786,3050,AS,CN,CN-65,Xinyuan County,no,ZWNL,NLT,,,https://en.wikipedia.org/wiki/Xinyuan_Nalati_Airport,
27234,ZWSH,medium_airport,Kashgar Airport,39.5429000854,76.0199966431,4529,AS,CN,CN-65,Kashgar,yes,ZWSH,KHG,,,http://en.wikipedia.org/wiki/Kashgar_Airport,Kashi Airport
32406,ZWSS,medium_airport,Shanshan Airport,42.9117012024,90.2474975586,,AS,CN,CN-65,Shanshan,no,ZWSS,SXJ,,,,
28144,ZWTC,small_airport,Tacheng Airport,46.6725006104,83.3407974243,,AS,CN,CN-65,Tacheng,no,ZWTC,TCG,,,http://en.wikipedia.org/wiki/Tacheng_Airport,
27235,ZWTN,medium_airport,Hotan Airport,37.0385017395,79.8648986816,4672,AS,CN,CN-65,Hotan,yes,ZWTN,HTN,,,http://en.wikipedia.org/wiki/Hotan_Airport,"Khotan, Heitan Air Base"
314799,ZWTP,medium_airport,Turpan Jiaohe Airport,43.0308,89.0987,934,AS,CN,CN-65,Turpan,no,ZWTP,TLQ,,,https://en.wikipedia.org/wiki/Turpan_Jiaohe_Airport,
27236,ZWWW,large_airport,Ürümqi Diwopu International Airport,43.9071006775,87.4741973877,2125,AS,CN,CN-65,Ürümqi,yes,ZWWW,URC,,,http://en.wikipedia.org/wiki/%C3%9Cr%C3%BCmqi_Diwopu_International_Airport,
32725,ZWYN,small_airport,Yining Airport,43.955799,81.330299,,AS,CN,CN-65,Yining,yes,ZWYN,YIN,,,https://en.wikipedia.org/wiki/Yining_Airport,
30646,ZYAS,medium_airport,Anshan Air Base,41.105301,122.853996,,AS,CN,CN-21,Anshan,yes,ZYAS,AOG,,,https://en.wikipedia.org/wiki/Anshan_Teng%27ao_Airport,
27237,ZYCC,medium_airport,Longjia Airport,43.9962005615,125.684997559,706,AS,CN,CN-22,Changchun,yes,ZYCC,CGQ,,,http://en.wikipedia.org/wiki/Changchun_Longjia_International_Airport,
300858,ZYCH,medium_airport,Changhai Airport,39.2666666667,122.666944444,80,AS,CN,CN-21,Changhai,no,ZYCH,CNI,,,http://en.wikipedia.org/wiki/Changhai_Airport,
30827,ZYCY,medium_airport,Chaoyang Airport,41.538101,120.434998,568,AS,CN,CN-21,Chaoyang,yes,ZYCY,CHG,,,https://en.wikipedia.org/wiki/Chaoyang_Airport,
324338,ZYFX,small_airport,Fuxin Airport,42.069014,121.718122,548,AS,CN,CN-21,Fuxin,no,ZYFX,,,,,
313994,ZYFY,medium_airport,Dongji Aiport,48.199494,134.366447,,AS,CN,CN-23,Fuyuan,yes,ZYFY,FYJ,,,https://en.wikipedia.org/wiki/Fuyuan_Dongji_Airport,
27238,ZYHB,large_airport,Taiping Airport,45.6234016418,126.25,457,AS,CN,CN-23,Harbin,yes,ZYHB,HRB,,,http://en.wikipedia.org/wiki/Harbin_Taiping_International_Airport,
31576,ZYHE,medium_airport,Heihe Airport,50.1716209371,127.308883667,8530,AS,CN,CN-23,Heihe,yes,ZYHE,HEK,,,http://en.wikipedia.org/wiki/Heihe_Airport,
31701,ZYJL,small_airport,Jilin Airport,44.002201,126.396004,,AS,CN,CN-22,Jilin,no,ZYJL,JIL,,,https://en.wikipedia.org/wiki/Jilin_Ertaizi_Airport,
27239,ZYJM,medium_airport,Jiamusi Airport,46.8433990479,130.464996338,262,AS,CN,CN-23,Jiamusi,yes,ZYJM,JMU,,,http://en.wikipedia.org/wiki/Jiamusi_Airport,
313337,ZYJX,medium_airport,Jixi Xingkaihu Airport,45.293,131.193,760,AS,CN,CN-23,Jixi,yes,ZYJX,JXA,,,http://en.wikipedia.org/wiki/Jixi_Xingkaihu_Airport,
31706,ZYJZ,medium_airport,Jinzhou Airport,41.101398468,121.06199646,,AS,CN,CN-21,Jinzhou,yes,ZYJZ,JNZ,,,http://en.wikipedia.org/wiki/Jinzhou_Airport,Xiaolingzi Air Base
307012,ZYLD,medium_airport,Lindu Airport,47.7520555556,129.019125,791,AS,CN,CN-23,Yichun,yes,ZYLD,LDS,,,http://en.wikipedia.org/wiki/Yichun_Lindu_Airport,Yichun Shi Airport
300516,ZYLS,medium_airport,Yushu Batang Airport,32.8363888889,97.0363888889,12816,AS,CN,CN-63,Yushu,no,ZYLS,YUS,,,http://en.wikipedia.org/wiki/Yushu_Batang_Airport,
27240,ZYMD,medium_airport,Mudanjiang Hailang International Airport,44.5241012573,129.569000244,883,AS,CN,CN-23,Mudanjiang,yes,ZYMD,MDG,,,http://en.wikipedia.org/wiki/Mudanjiang_Airport,Mudanjiang
301193,ZYMH,medium_airport,Gu-Lian Airport,52.9127777778,122.43,1836,AS,CN,CN-23,Mohe,yes,ZYMH,OHE,,,http://en.wikipedia.org/wiki/Mohe_Gulian_Airport,
27241,ZYQQ,medium_airport,Qiqihar Sanjiazi Airport,47.2396011353,123.9179992676,477,AS,CN,CN-23,Qiqihar,yes,ZYQQ,NDG,,,http://en.wikipedia.org/wiki/Qiqihar_Airport,
307017,ZYTH,small_airport,Tahe Airport,52.2244444444,124.720222222,1240,AS,CN,CN-23,Tahe,no,ZYTH,,,,,
27242,ZYTL,large_airport,Zhoushuizi Airport,38.9656982422,121.5390014648,107,AS,CN,CN-21,Dalian,yes,ZYTL,DLC,,,http://en.wikipedia.org/wiki/Dalian_Zhoushuizi_International_Airport,Dalian Air Base
307013,ZYTN,medium_airport,Tonghua Sanyuanpu Airport,42.2538888889,125.703333333,1200,AS,CN,CN-22,Tonghua,yes,ZYTN,TNH,,,http://en.wikipedia.org/wiki/Tonghua_Sanyuanpu_Airport,Tonghua Liuhe Airport
27243,ZYTX,large_airport,Taoxian Airport,41.6398010254,123.483001709,198,AS,CN,CN-21,Shenyang,yes,ZYTX,SHE,,,http://en.wikipedia.org/wiki/Shenyang_Taoxian_International_Airport,
27244,ZYYJ,medium_airport,Yanji Chaoyangchuan Airport,42.8828010559,129.451004028,624,AS,CN,CN-22,Yanji,yes,ZYYJ,YNJ,,,http://en.wikipedia.org/wiki/Yanji_Chaoyangchuan_Airport,
317861,ZYYK,medium_airport,Yingkou Lanqi Airport,40.542524,122.3586,0,AS,CN,CN-21,Yingkou,yes,ZYYK,YKH,,,https://en.wikipedia.org/wiki/Yingkou_Lanqi_Airport,
32753,ZYYY,medium_airport,Shenyang Dongta Airport,41.7844009399,123.4960021973,,AS,CN,CN-21,Shenyang,no,ZYYY,,,,,
